,user_id,product_id,recommended
2735307,7.656119804163686e+16,316790.0,1.0
1680787,7.656119807584901e+16,1207850.0,0.0
840867,7.656119797996168e+16,289800.0,0.0
619699,7.656119841741766e+16,409160.0,1.0
1159029,7.656119796169224e+16,300060.0,1.0
804270,7.656119915323995e+16,534220.0,1.0
538998,7.656119806707318e+16,258010.0,1.0
2458238,7.656119905520438e+16,1428820.0,1.0
533760,7.656119797305213e+16,1009990.0,0.0
974003,7.656119808370421e+16,970830.0,0.0
594295,7.656119810818304e+16,785890.0,1.0
1654475,7.656119801044336e+16,365020.0,0.0
2467499,7.656119916343275e+16,1262190.0,0.0
549208,7.656119820708378e+16,345540.0,1.0
1417856,7.656119851569408e+16,284750.0,1.0
2334144,7.656119801308245e+16,1062060.0,1.0
227267,7.656119909414699e+16,278890.0,0.0
2422441,7.656119804391878e+16,1114260.0,1.0
1101820,7.656119826819392e+16,392580.0,1.0
1984182,7.65611980627106e+16,948640.0,1.0
1493030,7.656119817679358e+16,765870.0,1.0
1884295,7.65611983408477e+16,1123770.0,1.0
2157386,7.6561198027195e+16,1001800.0,1.0
2124908,7.656119812053077e+16,70660.0,1.0
1327622,7.656119915323995e+16,24480.0,1.0
1594069,7.656119802885445e+16,301860.0,1.0
1244660,7.656119839217142e+16,353640.0,1.0
1208358,7.656119810585896e+16,764670.0,1.0
2714288,7.656119798963491e+16,49600.0,1.0
2309121,7.656119802229861e+16,3710.0,1.0
2518164,7.656119812320048e+16,321270.0,0.0
2728899,7.656119831215328e+16,517320.0,1.0
387544,7.656119883950467e+16,1342340.0,0.0
261424,7.656119806208578e+16,898650.0,0.0
669697,7.656119808779442e+16,412880.0,0.0
1062122,7.656119803391003e+16,415830.0,1.0
1680564,7.656119802434043e+16,296710.0,1.0
2169048,7.656119802902814e+16,1253710.0,1.0
1519542,7.656119830496917e+16,1096590.0,1.0
2691699,7.656119814532064e+16,205910.0,1.0
2295245,7.656119818489739e+16,1406040.0,1.0
2138158,7.656119839690466e+16,630310.0,1.0
1715878,7.6561198001808e+16,775940.0,0.0
1549621,7.656119798254096e+16,255960.0,0.0
1566850,7.656119800931608e+16,257630.0,1.0
1424942,7.656119880096501e+16,284750.0,1.0
1678023,7.656119816237864e+16,356450.0,0.0
630027,7.656119803528573e+16,200130.0,1.0
1414754,7.656119805722125e+16,441550.0,1.0
433051,7.656119816932262e+16,758500.0,0.0
951818,7.656119801932806e+16,501320.0,1.0
2559559,7.656119803483166e+16,1697720.0,1.0
2111185,7.656119802704752e+16,252750.0,1.0
1912985,7.656119810814806e+16,337490.0,0.0
2697805,7.656119824871434e+16,327510.0,1.0
2053358,7.656119799126258e+16,1074070.0,1.0
863657,7.656119812306109e+16,1157750.0,1.0
2044868,7.656119802876989e+16,716500.0,1.0
1857154,7.656119804264675e+16,633030.0,1.0
1112393,7.656119814148323e+16,325520.0,1.0
2045661,7.656119896439987e+16,412400.0,0.0
1379507,7.65611991052135e+16,1432500.0,1.0
1379097,7.65611982126686e+16,1078420.0,1.0
2589268,7.656119807211389e+16,694280.0,1.0
2065075,7.656119881574832e+16,353700.0,1.0
1255958,7.65611991748535e+16,762650.0,1.0
950619,7.656119850778614e+16,1069360.0,0.0
1110165,7.656119902644723e+16,343440.0,0.0
506735,7.656119800751302e+16,686770.0,1.0
2731813,7.656119850110094e+16,448630.0,0.0
2716296,7.656119797043502e+16,317530.0,1.0
1282909,7.65611980948038e+16,395570.0,0.0
1215534,7.656119806915915e+16,685680.0,1.0
2157366,7.656119811402603e+16,1471530.0,1.0
1500283,7.656119797143448e+16,765870.0,1.0
1542880,7.656119804809235e+16,218060.0,0.0
634355,7.656119801308245e+16,1594900.0,1.0
1663517,7.656119815169685e+16,1290170.0,0.0
239917,7.656119797940274e+16,349730.0,0.0
2239571,7.656119802885445e+16,1037910.0,1.0
1132133,7.65611979640732e+16,220780.0,1.0
2519732,7.65611980415711e+16,321270.0,1.0
2197651,7.656119826106653e+16,1023550.0,1.0
402518,7.656119801044336e+16,610130.0,0.0
2710024,7.656119804763789e+16,261510.0,1.0
2131865,7.656119837631784e+16,331120.0,1.0
1084968,7.656119801006034e+16,1090670.0,0.0
716578,7.656119805460864e+16,427490.0,1.0
2556120,7.656119800587954e+16,259660.0,0.0
346335,7.656119908905776e+16,799070.0,1.0
415040,7.656119800788837e+16,214770.0,1.0
1758877,7.656119831075837e+16,429300.0,1.0
2551310,7.656119802008544e+16,1239050.0,1.0
584530,7.656119825713496e+16,852220.0,1.0
2433827,7.656119806639291e+16,607890.0,0.0
2445799,7.656119816237864e+16,1302050.0,1.0
2639387,7.656119810856254e+16,308040.0,1.0
2020591,7.656119805581419e+16,587100.0,1.0
1916884,7.65611981626342e+16,217790.0,1.0
1446045,7.656119806707318e+16,418040.0,1.0
425458,7.65611979933434e+16,381940.0,1.0
1711824,7.656119811937462e+16,1970980.0,1.0
1137380,7.656119845212528e+16,968440.0,1.0
1171699,7.656119809431984e+16,461950.0,0.0
2708738,7.656119798926862e+16,603750.0,1.0
477654,7.656119800680498e+16,91200.0,0.0
14967,7.656119895708512e+16,460960.0,1.0
1790969,7.656119908581819e+16,844660.0,1.0
1298013,7.656119835090605e+16,447120.0,1.0
1698347,7.656119804625216e+16,375200.0,1.0
1954319,7.656119799671549e+16,319480.0,1.0
1676539,7.656119800889342e+16,977720.0,1.0
1080819,7.656119812039565e+16,866440.0,1.0
1732720,7.656119824544165e+16,922710.0,1.0
55369,7.656119803569106e+16,573060.0,1.0
2669926,7.656119804444384e+16,308060.0,1.0
2227398,7.656119797323022e+16,1239260.0,1.0
2108341,7.656119802348763e+16,214790.0,0.0
2609804,7.656119808462275e+16,851730.0,1.0
2288233,7.65611980471346e+16,644830.0,0.0
170,7.656119900120906e+16,1157250.0,0.0
1416821,7.656119803258851e+16,888530.0,0.0
1826055,7.656119800394315e+16,946030.0,0.0
1334722,7.656119811505027e+16,1047220.0,1.0
1135037,7.656119803391003e+16,1414700.0,1.0
620123,7.656119804541125e+16,409160.0,1.0
2273260,7.656119796504664e+16,226960.0,1.0
294969,7.656119828656974e+16,1305720.0,1.0
946656,7.656119807211389e+16,1085160.0,1.0
1293586,7.656119803078402e+16,910830.0,0.0
1237318,7.656119803078402e+16,302180.0,0.0
1620592,7.656119800212485e+16,228320.0,1.0
2428570,7.656119808672126e+16,204940.0,1.0
1390777,7.656119799018858e+16,638850.0,0.0
2155019,7.656119805610978e+16,618850.0,1.0
2603723,7.65611980796021e+16,1081510.0,1.0
1452081,7.656119801006034e+16,257050.0,0.0
2437931,7.656119808473578e+16,253330.0,1.0
1631320,7.656119836387573e+16,503620.0,0.0
2539286,7.65611979717248e+16,344850.0,1.0
2185165,7.65611981347265e+16,284710.0,1.0
847234,7.656119881392706e+16,347610.0,1.0
670248,7.65611980216561e+16,201480.0,1.0
2613114,7.656119798844586e+16,41500.0,1.0
2249844,7.656119797052075e+16,451980.0,1.0
2175200,7.656119807061603e+16,823600.0,0.0
497900,7.656119910289776e+16,26900.0,1.0
849121,7.656119842791126e+16,549080.0,1.0
1578388,7.656119799367083e+16,408960.0,0.0
1919983,7.656119802434043e+16,1428870.0,1.0
1195516,7.656119797708675e+16,735580.0,1.0
552820,7.656119803078402e+16,345540.0,0.0
698287,7.656119814148323e+16,284870.0,1.0
520042,7.656119902232384e+16,583760.0,1.0
2373440,7.656119802876989e+16,214870.0,1.0
1667021,7.656119805410616e+16,709920.0,1.0
2489475,7.656119839382546e+16,291690.0,0.0
942697,7.656119800138773e+16,960980.0,0.0
1963908,7.656119801847648e+16,524640.0,1.0
379845,7.656119809766459e+16,33600.0,1.0
1222873,7.656119801206886e+16,387370.0,1.0
2260390,7.656119806191027e+16,678970.0,1.0
1652906,7.656119885797538e+16,865940.0,1.0
1638819,7.656119810040491e+16,285800.0,1.0
2675238,7.65611979801564e+16,284850.0,1.0
2297780,7.656119920789357e+16,1653970.0,1.0
2119019,7.656119799378018e+16,894940.0,1.0
1430164,7.656119799300274e+16,1253190.0,0.0
2042423,7.656119944155003e+16,1397030.0,1.0
1227151,7.656119799018858e+16,342640.0,0.0
1242489,7.65611981226999e+16,1341330.0,0.0
841799,7.65611980249727e+16,1420540.0,1.0
2318828,7.656119811505027e+16,43000.0,1.0
765629,7.656119806208578e+16,91330.0,0.0
2557395,7.656119800658064e+16,893010.0,0.0
1895124,7.656119806711256e+16,1755680.0,0.0
2727506,7.656119845212528e+16,684210.0,1.0
2539330,7.656119800245083e+16,344850.0,0.0
382574,7.656119819810955e+16,33600.0,1.0
1713325,7.65611980362972e+16,840370.0,1.0
211697,7.656119826106653e+16,1193090.0,1.0
948161,7.656119829390982e+16,257830.0,1.0
474595,7.656119804391878e+16,971210.0,1.0
2640074,7.656119907036934e+16,217120.0,1.0
978956,7.656119797068398e+16,1025440.0,1.0
695513,7.6561198247968e+16,396900.0,1.0
2008422,7.656119834779179e+16,371190.0,1.0
1341598,7.656119803528573e+16,2057080.0,1.0
1089642,7.656119796083099e+16,793690.0,1.0
1331574,7.656119801889464e+16,406870.0,1.0
1975912,7.65611979932408e+16,584930.0,0.0
1496598,7.656119812695744e+16,40390.0,1.0
2507,7.656119797043547e+16,205990.0,1.0
1087619,7.656119803623486e+16,272330.0,1.0
7700,7.656119806124974e+16,45400.0,0.0
2074268,7.656119797032973e+16,1683340.0,1.0
2046524,7.656119804747448e+16,500670.0,1.0
1315180,7.656119914521517e+16,1124660.0,1.0
1591269,7.656119805015784e+16,565120.0,0.0
568220,7.656119803078202e+16,785850.0,1.0
134674,7.656119814680539e+16,343100.0,0.0
1236722,7.656119806707318e+16,292200.0,1.0
940336,7.656119815893894e+16,319450.0,1.0
1336482,7.656119818881373e+16,1668170.0,0.0
1364302,7.656119884571726e+16,584800.0,1.0
2238945,7.656119831791808e+16,626510.0,1.0
1463196,7.656119898905134e+16,1976490.0,1.0
1584443,7.656119803078402e+16,681500.0,0.0
1820779,7.656119803412718e+16,1147450.0,1.0
