,user_id,product_id,recommended
981126,7.656119806825851e+16,1041920.0,1.0
2421753,7.656119820162024e+16,230070.0,0.0
2482963,7.656119909414699e+16,269710.0,0.0
1522220,7.65611980948038e+16,561770.0,0.0
2598741,7.656119802434043e+16,1940310.0,1.0
1556943,7.656119915323995e+16,339580.0,1.0
2338524,7.656119806825851e+16,617480.0,1.0
2628105,7.65611980948038e+16,851110.0,0.0
690299,7.656119915323995e+16,1292910.0,1.0
1614982,7.65611980948038e+16,382140.0,0.0
1988775,7.65611980948038e+16,1074070.0,0.0
1374728,7.656119915323995e+16,1581220.0,1.0
1619324,7.656119803078402e+16,39650.0,0.0
1766543,7.656119806208578e+16,965320.0,0.0
1113694,7.656119797190557e+16,414510.0,0.0
2072734,7.656119802434043e+16,1349540.0,1.0
1459448,7.656119814867672e+16,39160.0,0.0
2297220,7.656119803078402e+16,282760.0,0.0
2184301,7.656119806915915e+16,483960.0,1.0
1348428,7.656119804355075e+16,301840.0,1.0
2159440,7.656119807309218e+16,263860.0,1.0
2451905,7.656119803078402e+16,257990.0,0.0
1938769,7.65611980948038e+16,753590.0,0.0
2223064,7.65611980948038e+16,207020.0,0.0
2341950,7.656119915323995e+16,1878910.0,1.0
173406,7.656119803078402e+16,757180.0,0.0
1463657,7.656119907788546e+16,583470.0,1.0
2628754,7.656119905520438e+16,204340.0,0.0
2198235,7.656119796974989e+16,273620.0,1.0
938845,7.656119818489739e+16,209790.0,0.0
1317747,7.656119802434043e+16,2113050.0,1.0
1759419,7.65611980948038e+16,557400.0,0.0
901011,7.656119915323995e+16,1458900.0,1.0
2268102,7.656119905520438e+16,41050.0,1.0
2558082,7.656119909414699e+16,567280.0,0.0
2129362,7.656119804355075e+16,202750.0,1.0
1208049,7.656119818489739e+16,1213230.0,1.0
1914249,7.656119802434043e+16,1276100.0,1.0
2413176,7.656119915323995e+16,393390.0,0.0
948619,7.656119806825851e+16,204240.0,1.0
1313760,7.656119813250374e+16,383580.0,1.0
1101827,7.656119803078402e+16,296970.0,0.0
2220974,7.656119799568712e+16,409590.0,1.0
466471,7.656119802434043e+16,1342340.0,1.0
1601158,7.656119814148323e+16,284730.0,1.0
1029050,7.656119806208578e+16,353550.0,1.0
1682308,7.656119907788546e+16,791180.0,1.0
2341029,7.656119803078402e+16,204940.0,0.0
2167964,7.656119803078402e+16,509110.0,0.0
1973896,7.656119802434043e+16,2199240.0,1.0
1532087,7.65611980948038e+16,975470.0,0.0
2131048,7.656119807309218e+16,509560.0,1.0
2443530,7.656119802434043e+16,474210.0,1.0
2140026,7.656119811301411e+16,754050.0,1.0
1174625,7.656119801196536e+16,551110.0,1.0
856970,7.656119909414699e+16,350910.0,0.0
2191581,7.656119796974989e+16,226960.0,1.0
1371085,7.65611980948038e+16,233110.0,0.0
2228060,7.656119818489739e+16,415400.0,1.0
1879778,7.656119806208578e+16,39660.0,0.0
1767867,7.656119881574832e+16,907000.0,1.0
1167080,7.656119812306109e+16,949060.0,1.0
1190535,7.656119818489739e+16,387370.0,1.0
119553,7.656119827798448e+16,573320.0,1.0
2413928,7.656119807309218e+16,348400.0,1.0
173699,7.656119811301411e+16,343100.0,1.0
2527526,7.656119907788546e+16,1498310.0,1.0
1174586,7.656119815720136e+16,551110.0,0.0
1720074,7.656119806915915e+16,748360.0,1.0
2626293,7.656119814148323e+16,350010.0,1.0
1194388,7.656119804355075e+16,615010.0,1.0
2533749,7.656119803078402e+16,241720.0,0.0
1303360,7.656119796974989e+16,243200.0,0.0
2493675,7.656119803078402e+16,1215430.0,0.0
761806,7.656119815893894e+16,307050.0,0.0
2619230,7.656119915323995e+16,1112790.0,0.0
484648,7.656119807309218e+16,209950.0,1.0
1317624,7.65611980948038e+16,600090.0,0.0
2419030,7.656119827798448e+16,1178880.0,1.0
1823235,7.656119803078402e+16,764690.0,0.0
39379,7.656119915323995e+16,279440.0,1.0
1267791,7.656119802434043e+16,338820.0,1.0
871828,7.656119796519344e+16,964800.0,1.0
1420205,7.656119803078402e+16,201070.0,0.0
2585096,7.656119802434043e+16,314430.0,1.0
1891273,7.656119915323995e+16,1524630.0,1.0
2624275,7.656119814867672e+16,455980.0,1.0
2618815,7.656119803078402e+16,332790.0,0.0
2365014,7.656119802434043e+16,227380.0,1.0
1191021,7.656119803078402e+16,314320.0,0.0
1262975,7.656119803078402e+16,1222040.0,0.0
746530,7.656119803078402e+16,284870.0,0.0
1497462,7.656119820162024e+16,575050.0,1.0
2325566,7.656119796519344e+16,2026880.0,0.0
2436775,7.656119803078402e+16,506140.0,0.0
1165208,7.656119815720136e+16,934860.0,0.0
1822577,7.656119806915915e+16,1064130.0,1.0
